tanslat=0,tanslat=10,tanslat=20,tanslat=30,tanslat=40,tanslat=50,tanslat=60,tanslat=70
1.085302141803,1.0901894287095,1.085302141803,1.096815198628,1.0968151986261,1.0968151986232,1.0968151986186,1.0968151986113
1.0828357712762,1.0873377674915,1.0828357712759,1.0934137159015,1.0934137159017,1.0934137159018,1.0934137159022,1.0934137159028
1.082383008938,1.0868552510335,1.0823830089378,1.092882509102,1.0928825091028,1.0928825091041,1.092882509106,1.0928825091085
1.0813143142271,1.085695906346,1.0813143142272,1.0915957934752,1.0915957934759,1.0915957934766,1.0915957934783,1.0915957934809
1.0799533880684,1.0841902989055,1.079953388068,1.0898879862208,1.0898879862204,1.0898879862197,1.0898879862187,1.0898879862169
1.0776271930128,1.081649431432,1.0776271930123,1.0870510467906,1.0870510467904,1.0870510467902,1.0870510467899,1.0870510467889
1.0752657899649,1.0790720757018,1.0752657899646,1.0841765930035,1.0841765930048,1.0841765930067,1.0841765930094,1.0841765930141
1.073040849295,1.0766496771572,1.0730408492982,1.0814835717005,1.0814835717014,1.0814835717027,1.0814835717048,1.081483571708
1.0711634850108,1.0746209443519,1.0711634850111,1.0792467948194,1.0792467948196,1.0792467948201,1.0792467948207,1.0792467948216
1.0693550563964,1.0726725468624,1.0693550563976,1.0771079416643,1.077107941653,1.0771079416363,1.0771079416113,1.0771079415709
1.0676031430559,1.0707861542088,1.0676031430558,1.0750379367633,1.0750379367637,1.075037936764,1.0750379367646,1.0750379367652
1.0657288338133,1.0687557144832,1.0657288338136,1.0727947107939,1.0727947107939,1.0727947107938,1.0727947107939,1.0727947107938
1.0641834684991,1.0670979666324,1.0641834684983,1.0709844362165,1.0709844362155,1.070984436214,1.0709844362119,1.0709844362084
1.0627992507958,1.0656221878231,1.0627992507957,1.0693844151232,1.0693844151203,1.0693844151161,1.0693844151099,1.0693844151
1.0612460257919,1.0639540388631,1.0612460257915,1.0675609287682,1.0675609287699,1.0675609287726,1.0675609287767,1.0675609287828
1.0599398845504,1.0625605721422,1.0599398845505,1.0660489534816,1.0660489534817,1.0660489534819,1.0660489534821,1.0660489534823
1.0587177095386,1.0612581073896,1.0587177095392,1.0646380048287,1.0646380048287,1.0646380048288,1.0646380048291,1.0646380048294
1.0575278317924,1.0599929197078,1.0575278317929,1.0632710268231,1.0632710268239,1.063271026825,1.0632710268265,1.063271026829
1.0564396120112,1.0588402420381,1.056439612011,1.0620317798991,1.062031779896,1.0620317798915,1.0620317798851,1.0620317798752
1.0554013822839,1.0577404258856,1.0554013822849,1.0608486412272,1.0608486412296,1.0608486412331,1.060848641238,1.0608486412456
1.0543890589844,1.0566672802033,1.0543890589845,1.0596936294968,1.0596936294959,1.0596936294949,1.0596936294933,1.0596936294906
1.053478922165,1.0557093040925,1.0534789221656,1.0586717863962,1.0586717863989,1.0586717864026,1.0586717864078,1.058671786416
1.052554038689,1.0547291532012,1.0525540386899,1.0576167219347,1.0576167219361,1.0576167219379,1.0576167219404,1.0576167219443
1.0512613889232,1.0533615781816,1.0512613889227,1.0561483824281,1.0561483824278,1.0561483824276,1.0561483824273,1.0561483824269
1.0503199509964,1.0523628188352,1.0503199509964,1.0550718341687,1.0550718341708,1.055071834174,1.0550718341784,1.055071834185
1.0495163328244,1.0515232246145,1.0495163328252,1.0541843355193,1.0541843355219,1.0541843355254,1.0541843355306,1.0541843355386
1.048602017708,1.0505568942503,1.0486020177095,1.0531472863063,1.0531472863077,1.0531472863086,1.0531472863097,1.0531472863117
1.0477645261555,1.0496766246904,1.0477645261556,1.0522096546363,1.0522096546347,1.052209654633,1.0522096546303,1.0522096546262
1.0469722755939,1.0488443320356,1.0469722755932,1.0513238575235,1.0513238575203,1.0513238575163,1.05132385751,1.0513238575005
1.0462261765191,1.0480626167353,1.0462261765192,1.0504939581977,1.0504939581981,1.0504939581986,1.0504939581993,1.0504939582004
1.0454455127178,1.0472426468187,1.0454455127169,1.0496210135949,1.0496210135941,1.0496210135929,1.0496210135911,1.0496210135885
1.0446536754326,1.0464079880568,1.0446536754322,1.0487282841595,1.0487282841591,1.0487282841585,1.0487282841574,1.048728284156
1.0439428679964,1.0456632210511,1.0439428679972,1.0479380729052,1.0479380729059,1.0479380729067,1.047938072908,1.0479380729099
1.0431986661445,1.0448778134743,1.0431986661465,1.0470968403008,1.0470968403015,1.0470968403031,1.0470968403049,1.0470968403085
1.0424477288395,1.044083030341,1.0424477288408,1.0462427761555,1.0462427761503,1.0462427761428,1.0462427761319,1.0462427761143
1.0417070476877,1.0432987293979,1.0417070476912,1.0453994452968,1.0453994453029,1.0453994453115,1.0453994453243,1.0453994453456
1.0408834333409,1.0424209807649,1.0408834333398,1.0444483755677,1.0444483755659,1.0444483755634,1.0444483755596,1.0444483755534
1.0401142940274,1.0416037228531,1.040114294024,1.0435664452991,1.0435664452989,1.0435664452988,1.0435664452987,1.0435664452982
1.0392494056876,1.0406777998138,1.0392494056878,1.0425580061872,1.0425580061888,1.0425580061912,1.0425580061946,1.0425580062004
1.0383994764096,1.0397731158788,1.038399476408,1.0415802258842,1.0415802258822,1.0415802258781,1.0415802258718,1.0415802258612
1.0377244425466,1.0390646896467,1.0377244425476,1.0408279756791,1.0408279756811,1.0408279756838,1.0408279756883,1.0408279756955
1.0371105516013,1.0384243012894,1.0371105516012,1.040152533402,1.0401525333971,1.0401525333899,1.0401525333791,1.040152533361
1.036491225325,1.0377764749993,1.0364912253235,1.0394665136879,1.0394665136858,1.039466513683,1.0394665136782,1.0394665136704
1.0329398362699,1.0340857675798,1.0329398362743,1.0355921745796,1.0355921745859,1.0355921745952,1.0355921746085,1.0355921746307
1.0277963414741,1.0287331232909,1.0277963414828,1.0299651452298,1.0299651452422,1.0299651452595,1.0299651452837,1.0299651453222
1.027286929727,1.0282059766864,1.0272869297383,1.0294156573192,1.029415657322,1.0294156573255,1.0294156573308,1.029415657339
1.026808658132,1.027704336389,1.0268086581289,1.0288801800687,1.0288801800726,1.0288801800819,1.0288801800948,1.0288801801152
1.0263759652006,1.027254056564,1.0263759652017,1.0284106799687,1.0284106799812,1.028410679999,1.028410680024,1.0284106800628
1.0259694424719,1.0268363389094,1.0259694424631,1.0279614552866,1.0279614552808,1.0279614552728,1.0279614552613,1.0279614552437
